age_in_years,days_tenure,length_of_residence,curr_ann_amt,good_credit,Churn
55,2008,6.0,756.247431,0,0
63,5714,15.0,880.604561,1,0
64,6291,11.0,1043.082056,1,0
53,130,9.0,1386.530408,1,1
50,5362,14.0,945.872094,1,0
46,104,15.0,1459.934316,1,0
70,2869,14.0,1070.013817,1,0
54,5978,15.0,1205.396497,0,0
47,2164,6.0,712.374935,1,0
47,1609,7.0,847.875684,1,0
55,4015,5.0,859.480938,1,0
63,1486,8.0,704.885749,1,0
59,2239,8.0,1017.395921,1,0
64,339,4.0,1016.527827,1,0
55,161,10.0,1322.89741,1,1
48,5020,4.0,910.636014,1,0
43,93,8.0,616.437905,1,0
42,1313,11.0,1256.3012,1,0
54,3283,7.0,813.452507,1,0
32,3656,1.0,834.058261,0,0
53,257,9.0,1289.871064,1,0
55,80,3.0,1016.052813,1,0
50,6291,0.0,662.384221,1,0
55,2008,15.0,770.045511,1,0
41,774,13.0,832.511802,1,0
45,5963,6.0,426.325885,1,0
66,1581,15.0,814.717293,1,0
65,173,14.0,790.717469,1,0
64,1684,1.0,954.529617,1,0
52,1261,2.0,774.088509,1,0
53,127,0.0,955.219739,1,1
60,154,15.0,600.510049,1,0
49,6291,7.0,984.950928,0,0
55,2723,3.0,782.822084,1,0
82,6291,15.0,1228.166191,1,0
63,1491,3.0,947.058703,1,0
57,2125,11.0,725.166478,1,0
55,2705,6.0,597.975123,1,0
43,5452,0.0,1053.893062,0,0
87,2536,9.0,989.900046,1,0
54,6291,10.0,1016.087678,0,0
44,1878,2.0,841.708577,1,0
41,1254,5.0,1064.526944,1,0
56,1395,2.0,640.089032,0,0
70,1903,7.0,963.500402,1,0
54,132,9.0,711.87565,1,0
50,1061,1.0,1281.056101,1,0
62,1450,5.0,1081.192109,1,0
58,147,11.0,1167.25092,1,0
67,4499,15.0,1269.925568,1,0
54,6291,15.0,1199.664773,1,0
39,2270,2.0,1163.743374,1,0
32,51,1.0,1052.751993,1,0
55,3614,15.0,943.071219,0,0
39,77,7.0,1055.147749,1,0
95,5619,13.0,1014.196084,1,0
53,127,10.0,855.407145,1,0
50,4053,10.0,858.751982,1,0
26,30,10.0,1140.847484,1,0
35,1276,2.0,1280.032065,1,0
55,3212,1.0,873.243028,1,0
66,6291,6.801,863.489435,1,0
58,4378,13.0,686.598043,1,0
67,180,13.0,801.866445,1,0
29,2784,7.0,774.730749,1,0
66,4401,1.0,1202.098861,1,0
31,468,15.0,1026.62029,0,0
38,2188,3.0,791.62533,1,0
51,3024,15.0,920.124119,1,0
92,5455,15.0,909.936363,1,0
37,137,7.0,751.434198,0,1
54,132,2.0,952.958459,0,0
57,6291,13.0,1265.786011,1,0
90,2621,9.0,553.006534,1,0
66,177,15.0,513.023127,1,0
36,2382,2.0,1152.782399,1,0
45,5466,9.0,937.52529,1,0
46,5683,0.0,1195.181405,1,0
75,4153,1.0,934.655837,1,0
40,5293,8.0,720.138768,1,0
60,5331,15.0,1153.162289,1,0
36,1678,5.0,707.370531,1,0
38,149,7.0,1456.145686,1,1
53,3230,9.0,1067.341919,1,0
63,6291,4.0,787.628306,1,0
42,88,1.0,635.568263,1,0
35,925,6.801,777.108957,0,0
59,5235,5.0,582.470784,1,0
68,1644,15.0,1233.560942,1,0
30,388,0.0,881.048189,1,0
76,424,15.0,609.434411,0,0
58,1474,15.0,1122.974715,1,0
59,4560,15.0,1177.565542,1,0
54,5896,7.0,1115.95088,0,0
48,2728,6.0,1416.144016,1,0
37,2759,0.0,891.0279,0,0
55,5220,3.0,1228.202187,1,0
68,184,11.0,657.189371,1,0
40,827,2.0,931.106049,1,0
69,2818,15.0,686.188231,1,0
39,5135,2.0,545.643177,1,0
46,6255,10.0,999.960336,1,0
66,6291,15.0,1382.10381,1,0
71,6291,15.0,1431.200022,1,1
60,1529,5.0,528.946114,1,0
51,6291,3.0,1166.485924,1,0
45,982,8.0,689.288517,0,0
52,6291,15.0,808.774682,0,1
69,4659,15.0,867.662397,1,0
81,460,5.0,1493.402123,1,0
45,98,7.0,681.291477,1,0
47,2103,15.0,853.990797,1,0
48,4978,7.0,1001.805169,1,0
73,3047,14.0,674.08728,1,0
34,893,6.801,596.411915,0,0
48,6291,9.0,651.939181,1,0
56,6291,8.0,1182.235296,1,0
43,3265,3.0,714.970147,1,0
56,4232,15.0,1016.523284,1,0
67,1797,15.0,913.581432,1,0
56,1264,3.0,786.195785,1,0
72,198,2.0,1219.652968,0,0
48,110,4.0,796.848426,1,0
61,4715,15.0,1029.375076,1,0
35,1841,4.0,815.095937,1,0
56,2778,9.0,525.253431,1,0
70,192,15.0,1489.080403,1,0
26,288,6.801,866.530921,1,0
32,3395,11.0,764.246888,1,1
57,4314,3.0,814.815532,1,0
40,4904,6.0,1347.11511,1,0
40,6085,4.0,934.834665,0,0
61,3180,2.0,956.060505,1,0
39,2701,7.0,1025.853119,1,0
40,1998,11.0,752.468238,1,0
50,6291,12.0,943.053633,1,0
41,2914,7.0,822.066983,1,0
39,2370,15.0,630.807416,1,0
39,790,0.0,945.766155,1,0
76,214,15.0,1266.706134,0,1
84,4828,15.0,634.469306,1,0
62,6291,1.0,1305.920468,1,0
35,62,2.0,1102.412271,1,1
48,1001,1.0,766.229938,1,0
78,6291,8.0,724.952081,1,0
55,80,1.0,912.983468,1,0
55,723,6.801,1122.566832,0,0
55,2810,0.0,702.133451,1,0
37,70,15.0,699.1353,1,0
44,856,1.0,760.27837,1,0
55,803,9.0,785.534484,1,0
65,2558,9.0,931.259718,1,0
94,277,0.0,810.859973,0,0
30,404,13.0,1012.154916,1,0
62,6291,15.0,899.229958,1,0
30,92,7.0,1347.513573,1,1
55,4067,5.0,1407.491531,1,0
73,6291,4.0,904.927712,1,0
44,873,15.0,908.38853,1,0
91,2658,12.0,1536.2299,1,0
38,3631,11.0,906.895298,1,0
58,4414,3.0,1091.475754,1,0
70,4773,5.0,818.324067,1,0
61,2385,7.0,1049.576381,1,0
59,2275,1.0,729.803022,1,0
46,2060,10.0,1025.334944,1,0
58,4368,6.801,812.500194,1,0
55,80,0.0,1583.676124,1,0
66,351,15.0,1055.372092,1,0
37,1071,6.0,664.664351,1,0
33,2501,2.0,876.833928,0,0
31,941,2.0,932.108093,1,0
55,2810,2.0,704.72011,1,0
73,2013,15.0,997.334168,1,0
57,2125,15.0,1525.527061,1,0
61,3186,0.0,758.154972,0,0
54,5301,5.0,952.307014,1,0
54,3268,7.0,1043.368569,1,0
80,3402,0.0,585.946272,1,0
44,6291,6.0,921.25314,1,0
63,6291,15.0,1204.560788,1,0
66,1742,15.0,1085.251032,1,0
41,86,2.0,709.944998,1,1
53,255,15.0,1102.080867,1,0
55,4015,0.0,689.276017,1,0
42,174,5.0,1023.847724,1,1
56,2809,5.0,1385.844485,1,0
36,5526,0.0,937.922399,0,0
51,3602,5.0,863.96226,1,0
54,6291,1.0,687.813933,1,0
73,6291,15.0,1419.143594,1,0
32,52,2.0,874.427269,1,0
53,1286,9.0,893.692766,1,0
55,2730,6.0,885.835588,1,0
48,111,0.0,1042.7995,0,0
45,2469,9.0,908.749556,1,1
60,6202,15.0,1142.773927,0,0
76,4269,15.0,682.863798,1,0
82,6291,0.0,788.192496,1,0
64,2549,5.0,777.803629,1,0
52,3702,9.0,949.210434,1,0
36,1633,4.0,672.575859,1,0
87,6291,15.0,1179.009326,1,0
84,6291,15.0,603.416391,1,0
58,5160,6.0,549.2458,1,0
59,5235,11.0,487.462316,1,0
41,5850,5.0,976.158484,1,0
63,2485,9.0,838.905467,0,0
61,2371,3.0,992.329346,1,0
57,1294,5.0,926.752662,1,0
52,4972,3.0,1192.128048,1,0
50,5239,5.0,882.885364,1,0
73,404,11.0,840.155049,1,0
49,1682,15.0,677.665105,1,0
45,98,0.0,1181.653885,1,1
47,5410,2.0,504.968897,1,0
61,1569,6.0,1137.571781,1,0
63,4104,15.0,903.602649,1,0
84,487,8.0,898.890284,1,0
62,2435,15.0,1025.221563,1,0
30,2216,4.0,1022.783563,1,0
55,6022,5.0,903.038664,0,0
57,6291,10.0,1048.611371,1,0
41,1290,2.0,1012.059182,1,0
32,454,3.0,909.107466,1,0
45,101,7.0,771.186053,1,1
60,3876,15.0,1009.592679,1,0
37,693,9.0,440.428834,1,0
64,2545,15.0,844.282212,1,0
55,4058,15.0,1307.325637,1,0
45,5416,5.0,766.408993,1,0
67,6291,2.0,648.94606,0,0
49,1700,14.0,829.461195,1,0
63,6291,10.0,761.339873,0,0
44,95,5.0,1155.664213,1,1
56,1245,0.0,649.562257,0,0
51,2986,8.0,804.059116,1,0
75,6291,15.0,1092.669097,1,0
47,4279,1.0,838.110529,1,0
40,3706,6.0,992.901402,0,0
57,6291,8.0,1431.506262,1,0
55,3614,0.0,503.408727,0,0
58,4395,7.0,898.27911,1,0
55,4416,3.0,583.725917,1,0
49,6269,0.0,838.10571,0,0
80,3411,8.0,714.922616,1,0
48,111,0.0,845.21517,1,1
57,3602,8.0,1047.875654,1,0
37,3810,15.0,907.127286,1,0
43,2762,8.0,1033.117212,1,0
58,2189,1.0,467.723933,1,0
35,4401,3.0,1213.098872,0,0
58,6291,4.0,1040.164891,0,0
66,177,4.0,1010.01405,0,1
31,747,6.0,600.177332,1,0
53,255,11.0,553.695328,1,0
31,50,5.0,741.464601,1,0
39,1135,2.0,1011.459171,1,0
64,2540,12.0,1194.491531,0,0
55,271,15.0,1298.703611,1,0
55,1204,3.0,878.110076,1,0
60,155,3.0,906.812303,0,1
40,3981,4.0,966.560425,1,0
55,161,1.0,1040.077853,1,1
63,333,15.0,813.028341,1,0
55,803,3.0,853.662846,1,0
33,2556,1.0,619.917171,1,0
46,1523,8.0,434.641861,1,0
55,4015,4.0,1221.937695,1,0
46,2560,6.0,902.381609,1,0
55,2409,7.0,537.723833,0,0
61,159,10.0,1463.937383,1,0
79,2000,2.0,958.431026,1,1
61,1587,15.0,1305.838408,1,0
35,961,4.0,1009.857397,1,0
83,6291,15.0,1554.063073,0,0
43,6291,8.0,592.20463,1,0
55,5621,15.0,775.639531,1,0
46,6144,6.0,771.234656,1,0
45,988,15.0,813.383257,1,0
35,1534,6.0,1154.12097,1,0
47,5379,3.0,674.997613,1,0
43,6084,3.0,1109.814845,0,0
47,4328,7.0,811.271412,1,0
50,1751,8.0,1256.109892,1,0
47,960,10.0,596.907614,1,0
67,1611,2.0,540.316338,1,0
72,6291,15.0,412.033362,1,1
66,3514,0.0,1125.785395,0,0
43,1847,3.0,1078.505659,1,0
79,448,9.0,917.422905,1,0
76,3206,15.0,818.06057,1,0
57,1435,15.0,959.657035,1,0
77,6291,15.0,1381.335892,1,0
51,4287,4.0,1202.079651,1,0
57,4969,11.0,876.549608,1,0
52,3748,4.0,852.352114,1,0
39,4277,4.0,859.929094,1,0
63,4952,15.0,1201.214843,1,0
39,4917,4.0,874.179946,0,0
47,107,2.0,1323.785175,1,1
67,180,8.0,1236.755152,1,1
55,5621,2.0,720.538906,1,0
81,6291,15.0,993.132664,1,0
45,3447,0.0,588.318754,0,0
37,142,7.0,912.820715,1,1
33,2855,2.0,824.282247,1,0
47,4194,6.0,1034.507456,1,0
55,5410,15.0,1362.674222,1,0
82,234,11.0,1205.950786,1,0
69,1870,12.0,1175.057624,1,0
55,4787,4.0,1156.138174,1,1
57,1441,0.0,838.760317,1,0
60,2285,0.0,891.13242,0,0
58,6291,5.0,819.707762,0,0
72,394,10.0,867.280078,1,0
47,1600,2.0,517.842974,1,0
91,5315,15.0,1232.214474,1,0
43,5866,6.0,829.533208,1,0
48,1673,1.0,703.184476,1,0
54,1983,4.0,728.043072,1,0
55,4067,15.0,1054.468606,1,0
53,4469,15.0,877.493294,1,0
75,5192,9.0,1195.798091,1,0
44,1459,3.0,805.334607,1,0
44,191,3.0,897.336246,1,1
45,4431,1.0,713.785191,1,0
55,2008,6.0,901.193792,0,0
43,821,5.0,902.608281,1,0
52,3711,13.0,720.551885,0,0
56,2760,14.0,687.506616,1,0
45,3018,9.0,710.553293,1,0
75,6291,9.0,909.992903,1,0
47,216,14.0,817.030945,1,0
89,6291,5.0,619.865352,1,0
54,266,15.0,1060.123694,1,0
38,2215,6.0,836.518295,1,1
55,6291,3.0,664.99397,1,0
29,2094,0.0,723.726352,1,0
103,4666,6.0,786.972547,1,0
53,6291,8.0,942.363569,1,1
37,3185,5.0,762.816365,1,0
32,1786,15.0,1187.023607,1,0
54,1331,4.0,849.968008,1,0
69,2787,1.0,602.999028,1,0
54,1961,2.0,736.786856,1,0
36,1977,0.0,933.22974,1,0
44,873,11.0,1201.992556,1,1
61,3131,2.0,702.113061,1,0
43,2340,6.801,866.482778,0,0
59,150,15.0,916.960474,1,0
54,265,15.0,1062.61994,0,0
57,2171,2.0,1138.857024,1,0
42,180,3.0,1011.394184,1,1
82,3526,15.0,797.577027,1,0
40,4546,2.0,1042.628191,1,0
50,5806,7.0,760.79965,1,0
84,242,15.0,859.344764,0,0
57,5679,13.0,722.51011,1,1
51,122,5.0,1112.175869,1,0
31,1394,1.0,837.67862,1,1
38,4094,1.0,512.029212,1,1
39,77,6.801,548.863874,1,1
55,1606,8.0,902.089184,0,0
86,3731,7.0,711.733283,1,0
36,66,1.0,841.034461,0,0
74,407,5.0,954.181421,1,0
55,1204,1.0,887.094738,1,0
79,446,4.0,794.799405,1,0
40,808,7.0,614.947625,1,0
54,6291,6.0,1177.339223,1,0
68,3673,2.0,1066.60435,1,0
39,763,4.0,683.55055,1,0
55,6291,11.0,544.710415,0,0
30,1366,2.0,722.85231,1,0
52,2511,5.0,1210.576326,1,0
39,3555,1.0,892.987085,1,0
44,5332,14.0,1057.712647,0,0
83,2378,15.0,1371.851286,1,0
58,3701,1.0,847.576274,1,0
39,78,1.0,1010.177072,0,1
50,1164,0.0,977.719497,1,0
40,81,1.0,1047.877101,0,0
34,527,2.0,1127.402044,0,0
65,2572,4.0,984.283963,1,0
43,5944,1.0,1200.667668,1,0
42,90,8.0,705.449652,1,0
51,6291,4.0,1222.601103,1,0
65,6291,0.0,483.011672,0,0
94,6291,15.0,930.518549,1,0
59,2280,5.0,1120.393221,1,0
60,5426,1.0,1119.099666,1,0
38,1126,1.0,885.247686,1,1
53,4532,0.0,1142.840038,1,0
38,1089,1.0,1073.90322,1,0
69,1685,13.0,886.749536,1,0
55,2409,2.0,701.293578,1,0
92,4091,13.0,1214.060915,1,0
34,4329,4.0,949.775311,1,0
36,65,11.0,1050.290051,1,0
40,741,9.0,437.676355,1,0
77,2162,15.0,766.628343,1,0
51,1837,9.0,812.317327,1,0
40,79,1.0,1316.53842,1,0
45,98,5.0,798.92097,1,1
52,4330,15.0,475.826274,1,0
65,6291,15.0,1251.858109,1,0
75,1894,15.0,962.99364,0,0
33,56,6.801,407.5597,1,0
65,6291,15.0,1295.875847,1,0
44,4294,13.0,1043.866586,0,0
60,1538,3.0,791.618324,0,0
48,6291,2.0,776.956515,1,0
90,3950,0.0,337.313581,1,0
82,6291,11.0,1255.726605,1,0
71,6291,8.0,1356.575822,1,0
70,6291,7.0,1600.13001,1,0
53,6291,12.0,1213.785221,0,0
90,6291,15.0,964.13327,1,0
65,347,6.0,1079.290488,1,1
55,2409,15.0,686.317163,0,0
89,3918,5.0,884.372294,1,0
45,5963,8.0,866.218051,1,0
30,1293,6.0,1129.836014,1,0
42,4913,2.0,1242.606755,1,0
53,1911,7.0,611.602379,1,0
45,4036,6.801,1019.90883,1,0
56,276,9.0,763.885051,1,0
35,957,0.0,709.961368,0,0
74,3092,15.0,780.138333,1,0
46,2591,4.0,948.880251,1,0
67,3612,6.0,997.874096,1,0
60,154,15.0,1427.120649,1,1
56,1264,5.0,950.903965,1,0
37,5019,2.0,811.218383,1,0
44,5817,15.0,719.093649,1,1
55,80,12.0,1013.101919,1,1
55,1606,3.0,517.37934,1,0
55,723,6.801,1040.08028,1,0
40,5253,6.0,1581.54857,1,1
33,4236,3.0,897.136501,1,0
44,95,6.0,810.04999,0,0
55,6022,5.0,889.909655,1,0
37,137,2.0,1006.161916,1,0
46,6128,2.0,865.601517,0,0
70,378,3.0,788.182615,1,0
70,6291,15.0,1558.341033,1,1
85,6291,0.0,1049.80127,1,0
69,188,12.0,936.352778,1,0
88,3822,5.0,504.936095,1,0
55,4416,15.0,1280.617976,1,0
68,6291,5.0,1041.178446,1,0
61,1420,15.0,555.585677,1,0
49,226,6.0,1207.087089,1,0
64,5948,1.0,895.45132,1,1
40,5743,5.0,881.136453,1,0
39,2342,7.0,788.036864,1,0
50,6291,15.0,1501.716011,1,0
60,6291,8.0,1110.020456,1,0
54,1338,0.0,842.71795,0,0
39,1921,15.0,1444.890004,0,0
76,1913,15.0,904.881783,1,0
62,3211,3.0,1167.663038,1,0
65,171,13.0,766.43935,1,0
84,6291,15.0,932.434225,0,0
42,173,0.0,842.035359,0,0
39,1185,8.0,1065.0552,1,0
67,1609,4.0,595.074417,1,0
55,3212,5.0,1020.707704,0,0
56,3473,6.0,1042.047657,1,0
41,5014,5.0,1150.91165,1,0
61,5533,6.0,949.379498,1,0
63,163,15.0,1036.861731,1,1
55,4015,6.801,753.41097,1,0
29,374,11.0,905.23701,1,0
45,5925,6.0,1229.856973,1,0
51,1814,3.0,1015.539014,1,0
70,1918,10.0,741.7835,1,0
37,3117,1.0,956.124877,0,0
44,5762,9.0,757.241565,1,0
97,6291,12.0,979.433126,1,0
65,4287,4.0,747.837359,1,0
70,4766,15.0,915.466489,1,0
70,190,15.0,985.378334,1,1
54,1182,6.0,1093.433049,1,0
55,4015,4.0,995.511476,1,0
54,2006,1.0,1008.776255,0,0
55,3614,3.0,1079.687405,1,0
40,6176,0.0,1282.812788,0,0
58,6291,11.0,1580.394168,1,0
63,5778,6.0,779.210255,1,0
55,80,7.0,756.099304,0,1
40,811,1.0,939.421649,0,0
62,6291,4.0,1220.775873,1,0
50,1158,5.0,950.74355,1,0
51,3593,15.0,1101.132824,0,0
91,6291,7.0,846.385432,0,0
32,106,3.0,547.916163,1,1
59,4541,15.0,867.485484,1,0
30,660,0.0,1372.347369,1,0
38,1130,7.0,1006.16729,1,0
44,1431,15.0,1215.594819,1,0
48,5968,4.0,640.081981,1,0
90,6291,0.0,679.749223,1,0
55,80,4.0,684.231494,1,0
67,2677,15.0,1193.227292,1,0
81,6291,8.0,748.5851,1,0
68,3685,15.0,1419.761208,1,0
48,4425,1.0,653.328273,1,0
63,167,15.0,1107.02192,1,1
68,4553,15.0,1035.131238,1,0
66,350,12.0,1100.327832,1,1
34,539,9.0,737.460514,1,0
51,1222,15.0,914.171231,1,0
60,1376,3.0,876.104117,1,0
48,111,6.0,996.866157,1,1
61,3156,3.0,962.102813,1,0
57,288,0.0,1050.504107,1,0
61,1560,8.0,947.136236,1,0
47,4328,0.0,1017.077182,1,0
55,80,2.0,806.344477,1,1
55,4015,7.0,771.176708,1,0
33,816,6.801,828.904327,1,0
73,6291,3.0,407.272371,1,0
34,57,4.0,1077.53596,1,1
58,6291,0.0,918.48377,1,0
74,3088,4.0,1074.964271,1,0
39,3889,1.0,943.609432,1,0
87,3772,15.0,1050.79518,1,0
55,80,7.0,736.949268,1,1
94,554,2.0,1129.593915,1,0
67,4484,15.0,1196.982352,1,0
35,4465,0.0,853.90419,1,0
50,6291,0.0,841.656155,1,0
53,1906,2.0,871.582966,1,0
42,1331,3.0,1002.153336,1,0
38,6291,5.0,590.646969,1,0
34,3038,2.0,286.216301,1,0
64,167,8.0,803.097989,1,1
60,308,15.0,1037.622067,0,0
43,3276,13.0,1231.119525,1,1
40,80,4.0,867.327128,0,1
55,1606,4.0,767.984468,1,0
57,3564,8.0,742.007466,1,0
55,6022,5.0,583.191288,1,0
49,231,10.0,871.230482,1,0
49,2812,8.0,984.983607,1,0
32,2052,6.801,1334.142002,0,0
67,3581,15.0,1197.286643,1,0
68,2727,15.0,1162.35535,1,0
32,1503,7.0,406.640614,1,0
57,1420,0.0,980.392572,1,0
36,975,4.0,935.800889,1,0
56,5545,8.0,216.949285,1,0
57,283,2.0,1200.055505,1,0
51,6291,5.0,786.946419,1,0
72,6291,1.0,891.768902,1,0
55,803,4.0,777.121911,1,0
78,437,6.0,678.080063,1,0
53,3848,15.0,1057.768688,1,0
43,5030,1.0,836.363727,1,0
55,803,4.0,675.821025,1,0
55,723,11.0,1068.773972,1,1
66,3503,5.0,376.219374,1,0
67,2686,12.0,787.952624,1,0
32,3006,3.0,837.971214,1,0
55,6291,1.0,725.691437,1,0
61,2353,15.0,901.843754,1,0
56,5520,5.0,1260.57784,1,0
56,281,2.0,871.123647,1,1
30,2022,14.0,1037.040505,1,0
56,2084,5.0,1152.813218,1,0
58,5160,14.0,529.020277,1,0
39,2270,2.0,1233.383833,1,0
32,2642,15.0,1311.486403,1,0
55,2008,3.0,873.142382,1,0
32,779,5.0,909.009436,1,0
51,1207,10.0,686.628311,1,0
72,2969,2.0,789.696331,1,0
52,125,15.0,1079.619001,1,0
55,4818,4.0,764.561881,0,0
66,3490,15.0,1067.269717,1,0
51,5471,2.0,625.920563,1,0
43,1358,0.0,964.720031,1,1
37,5331,2.0,1086.705241,1,0
85,2442,7.0,1023.296263,1,0
55,134,14.0,1574.089309,1,0
53,5155,11.0,881.881054,1,0
44,96,4.0,627.237095,0,1
71,195,4.0,1128.798049,1,0
78,221,7.0,581.516528,1,0
39,1574,0.0,1316.541322,1,0
56,2084,6.801,1295.50024,1,0
53,1906,6.801,1154.194404,1,1
64,2535,15.0,687.389573,1,0
44,5182,1.0,1156.732436,1,0
44,6291,1.0,976.574764,0,0
47,963,5.0,827.691589,1,0
48,982,11.0,1046.577941,1,0
47,1614,2.0,883.231275,1,0
55,1606,15.0,998.195359,1,0
55,4818,5.0,1170.042025,1,0
52,6291,5.0,898.750856,1,1
57,2171,14.0,905.63642,1,0
42,1313,5.0,887.295159,1,0
40,162,8.0,931.360983,1,0
81,4609,15.0,974.341277,1,0
55,4416,4.0,1099.064517,1,0
52,247,2.0,930.179364,1,1
34,4419,1.0,758.363931,1,0
65,6291,1.0,1101.077129,1,0
57,6291,5.0,637.375076,1,0
86,3717,15.0,1243.606256,1,0
39,3123,2.0,910.655654,1,0
58,4414,0.0,1112.822923,0,0
61,4770,15.0,1296.474319,1,0
59,150,4.0,957.049067,1,0
81,6291,9.0,1069.572808,0,0
61,2385,2.0,970.472303,1,0
39,1171,15.0,876.165608,0,0
81,463,5.0,706.130563,0,0
55,803,15.0,975.004905,1,0
49,1152,6.0,1105.102504,1,0
53,1154,10.0,1113.81544,1,0
55,3212,3.0,925.507889,1,0
57,286,15.0,1202.130715,1,0
69,2795,12.0,885.21685,1,0
65,2595,0.0,1088.21938,1,0
59,3015,0.0,540.510781,1,0
51,242,2.0,707.413526,1,1
56,6291,3.0,716.954424,1,1
71,6291,2.0,720.857926,0,0
61,6291,15.0,992.690343,1,0
55,6291,1.0,798.462675,1,0
49,6291,12.0,977.548267,1,0
44,6291,6.801,1008.210087,1,1
56,6291,12.0,1548.627709,1,0
57,6291,7.0,1105.393041,0,0
39,3039,9.0,902.986311,1,0
55,1204,3.0,488.249371,1,0
64,6291,3.0,1178.188096,1,0
55,134,8.0,754.013825,1,1
62,6291,12.0,1232.951617,1,0
68,6291,8.0,1058.949612,1,0
49,113,5.0,890.539682,1,1
48,6291,2.0,957.571797,1,0
67,6291,7.0,1090.907189,1,0
54,4681,13.0,766.994893,1,0
46,6291,8.0,1440.32193,1,0
49,6291,9.0,1080.403609,1,0
56,6291,15.0,1134.989586,1,0
71,6291,15.0,540.469399,1,0
45,6291,2.0,1387.872445,1,0
68,6291,13.0,861.642075,1,0
59,6291,5.0,843.93096,1,0
61,6291,0.0,1021.752818,1,0
96,6291,15.0,1093.385351,1,0
60,6291,15.0,1086.881898,1,0
47,6291,7.0,1087.779624,1,0
69,6291,15.0,1321.546775,1,0
57,6291,15.0,801.771216,1,0
41,6020,4.0,1214.440893,1,0
65,6291,15.0,1426.252874,1,0
60,6291,1.0,792.694169,1,0
66,6291,3.0,1055.988725,1,0
102,6291,3.0,1060.753583,1,0
61,6291,15.0,1262.724606,1,0
50,6291,5.0,1100.725759,1,0
43,1363,15.0,1071.104844,1,0
72,6291,1.0,765.328355,0,0
91,6291,15.0,1349.292726,1,0
72,198,15.0,1092.333316,1,0
46,2048,6.0,492.154662,1,0
51,2413,9.0,816.748905,1,0
41,1665,1.0,904.744803,1,0
52,4997,2.0,893.972012,1,0
62,5703,15.0,1005.189645,1,0
62,162,15.0,1306.191516,1,1
58,6291,4.0,1292.426307,1,0
32,2406,0.0,1012.668964,1,0
35,1564,1.0,1177.192377,1,0
55,2810,10.0,775.268452,1,0
54,131,10.0,1222.31977,1,1
51,3611,0.0,669.511255,1,0
73,4994,10.0,689.729388,1,0
66,6291,15.0,1000.504936,0,0
55,6291,2.0,1165.188555,0,0
42,6291,15.0,754.762659,1,0
44,3308,12.0,1056.39565,0,0
55,1204,3.0,605.910079,0,0
40,5175,11.0,994.249269,1,0
64,5874,8.0,803.424836,0,0
64,334,6.801,904.310778,1,0
55,1606,4.0,912.629012,1,0
59,3746,9.0,896.179362,0,0
60,5331,3.0,574.967907,1,0
50,6291,12.0,1099.956948,1,0
63,165,11.0,1189.85821,1,0
52,2511,3.0,1001.892677,1,0
37,69,6.0,1412.545986,0,0
39,1162,7.0,1126.149886,1,0
35,126,5.0,1365.465675,1,1
53,5758,12.0,1136.404566,0,0
30,2354,15.0,1243.512995,1,0
40,1199,7.0,1010.087792,1,0
85,2206,9.0,890.245045,1,0
50,5253,12.0,858.822203,1,0
50,2895,7.0,784.657566,1,0
38,73,4.0,665.370005,1,0
87,252,15.0,789.436405,0,0
46,4096,12.0,902.766106,1,0
31,711,11.0,1032.885748,1,0
33,2824,1.0,965.942716,0,0
38,74,4.0,956.458492,0,0
60,3884,7.0,803.992919,1,0
79,6291,15.0,1762.192485,1,0
49,6291,9.0,994.869233,1,0
77,6291,15.0,832.211649,1,0
50,6291,1.0,890.481435,0,0
51,6291,15.0,876.79534,1,1
55,6291,4.0,387.543198,1,0
77,6291,14.0,1374.846114,1,0
83,6291,7.0,985.046087,1,0
42,6291,7.0,867.841152,1,0
67,6291,15.0,315.616462,1,0
49,6291,11.0,958.648976,1,0
56,6291,0.0,1092.747892,0,0
55,6291,15.0,1329.90017,1,0
43,6291,0.0,942.968647,0,0
50,6291,12.0,431.807373,0,0
91,6291,15.0,766.153375,1,0
74,6291,8.0,825.290136,1,0
48,6291,5.0,890.932649,1,0
90,6291,8.0,1003.23547,1,0
47,6291,2.0,1113.675656,0,0
55,6291,1.0,1118.855477,1,0
48,6291,2.0,1129.260193,1,0
49,6291,7.0,1033.040598,1,0
59,6291,3.0,1126.895552,1,1
62,6291,6.0,1053.093405,1,0
64,6291,4.0,1225.005512,1,0
83,6291,15.0,809.326833,1,0
73,6291,4.0,836.812759,1,0
72,4948,15.0,796.809866,0,0
79,5579,15.0,1172.754443,1,0
38,151,1.0,644.862094,0,1
56,6291,15.0,833.716594,1,0
51,121,10.0,786.171552,1,0
65,2599,2.0,250.26465,1,0
34,4040,0.0,647.712168,0,0
34,2706,0.0,1073.724343,1,0
43,906,2.0,431.367083,1,0
33,489,7.0,1212.579707,1,0
55,137,15.0,944.004157,1,1
55,4818,11.0,1602.05971,1,0
78,441,13.0,569.57514,1,0
55,6291,6.801,960.928581,0,0
75,6291,11.0,1106.212817,1,0
40,4395,15.0,655.731067,1,1
39,1907,10.0,1060.10563,1,0
40,4362,1.0,763.923176,1,0
81,231,1.0,1154.481243,0,1
84,242,9.0,746.496957,1,0
55,5621,6.801,1062.704239,0,0
52,3784,13.0,737.167297,1,0
34,866,10.0,814.101447,1,1
44,873,2.0,1248.209344,1,1
55,1204,9.0,1211.133399,1,0
55,3614,1.0,1037.079228,1,0
